kepid,kepoi_name,pp_host_rel_prob,pp_host_prob_score,pp_1hi_starid,pp_1hi_rel_prob,pp_2hi_starid,pp_2hi_rel_prob,pp_unk_rel_prob
10549924,K04214.01,9.40000e-01,1.000,KIC 10549924,9.40000e-01,,,5.8250000e-02
10551346,K05804.01,1.00000e+00,1.000,KIC 10551346,1.00000e+00,,,6.2510000e-07
10552151,K05805.01,1.00000e+00,1.000,KIC 10552151,1.00000e+00,KIC 10552147,6.00000e-14,1.6790000e-05
10552611,K00338.01,1.00000e+00,1.000,KIC 10552611,1.00000e+00,UKIRT 44117906790335,7.60000e-101,7.8020000e-06
10554967,K03059.01,7.20000e-24,1.000,UKIRT 44117906836020,1.00000e+00,KIC 10554967,7.20000e-24,6.1440000e-05
10554999,K00534.01,1.00000e+00,1.000,KIC 10554999,1.00000e+00,,,9.6670000e-06
10554999,K00534.02,1.00000e+00,1.000,KIC 10554999,1.00000e+00,,,1.3960000e-05
10556578,K07343.01,1.00000e+00,1.000,KIC 10556578,1.00000e+00,,,1.2510000e-06
10577994,K00475.01,1.00000e+00,1.000,KIC 10577994,1.00000e+00,UKIRT 44117906576598,2.50000e-52,4.9940000e-06
10577994,K00475.02,1.00000e+00,1.000,KIC 10577994,1.00000e+00,,,3.1680000e-06
10581918,K03807.01,1.00000e+00,1.000,KIC 10581918,1.00000e+00,,,1.9430000e-07
10583066,K00747.01,1.00000e+00,1.000,KIC 10583066,1.00000e+00,hiresKIC 22000755,3.50000e-52,3.2090000e-06
10583180,K00748.01,0.00000e+00,1.000,,,,,9.0700000e-05
10583181,K07344.01,1.00000e+00,1.000,KIC 10583181,1.00000e+00,,,3.3670000e-06
10583225,K03902.01,0.00000e+00,1.000,,,,,2.1560000e-04
10583761,K02300.01,1.00000e+00,1.000,KIC 10583761,1.00000e+00,,,1.0480000e-05
10584140,K04833.01,1.00000e+00,1.000,KIC 10584140,1.00000e+00,KIC 10584143,9.10000e-09,4.8870000e-05
10585852,K01314.01,9.90000e-01,1.000,KIC 10585852,9.90000e-01,KIC 10585851,6.20000e-03,1.6680000e-05
10586004,K00275.02,1.00000e+00,1.000,KIC 10586004,1.00000e+00,KIC 10586001,2.30000e-10,3.0250000e-05
10586004,K00275.01,1.00000e+00,1.000,KIC 10586004,1.00000e+00,KIC 10586001,2.90000e-38,1.0880000e-05
10586208,K01308.01,1.00000e+00,1.000,KIC 10586208,1.00000e+00,KIC 10586210,3.60000e-77,7.5180000e-06
10586619,K07345.01,1.00000e+00,1.000,KIC 10586619,1.00000e+00,,,2.8050000e-06
10587105,K00339.01,1.00000e+00,1.000,KIC 10587105,1.00000e+00,KIC 10587107,9.40000e-87,3.7140000e-06
10587105,K00339.03,1.00000e+00,1.000,KIC 10587105,1.00000e+00,KIC 10587107,1.60000e-05,2.3360000e-05
10587105,K00339.02,1.00000e+00,1.000,KIC 10587105,1.00000e+00,KIC 10587107,1.00000e-12,1.0470000e-05
10592163,K07346.01,1.00000e+00,1.000,KIC 10592163,1.00000e+00,,,4.5110000e-07
10593626,K00087.01,1.00000e+00,1.000,KIC 10593626,1.00000e+00,hiresKIC 22000759,1.80000e-23,3.0900000e-07
10593759,K00025.01,1.00000e+00,1.000,KIC 10593759,1.00000e+00,,,3.0020000e-07
10599206,K00476.01,1.00000e+00,1.000,KIC 10599206,1.00000e+00,,,7.8640000e-06
10599397,K01285.01,1.00000e+00,1.000,KIC 10599397,1.00000e+00,UKIRT 44117906640791,1.10000e-49,1.0360000e-06
10600261,K00597.03,1.00000e+00,1.000,KIC 10600261,1.00000e+00,UKIRT 44117906628410,1.20000e-08,4.0850000e-05
10600261,K00597.02,1.00000e+00,1.000,KIC 10600261,1.00000e+00,UKIRT 44117906628410,1.00000e-08,2.3080000e-05
10600955,K02227.01,1.00000e+00,1.000,KIC 10600955,1.00000e+00,KIC 10600950,7.40000e-09,4.2190000e-05
10601163,K05812.01,1.00000e+00,1.000,KIC 10601163,1.00000e+00,KIC 10601170,6.50000e-64,3.8520000e-05
10601284,K00749.01,1.00000e+00,1.000,KIC 10601284,1.00000e+00,UKIRT 44117906630070,3.20000e-38,7.1060000e-06
10601538,K07348.01,0.00000e+00,1.000,,,,,1.8050000e-03
10601549,K06226.01,1.00000e+00,1.000,KIC 10601549,1.00000e+00,,,4.8780000e-07
10601579,K07349.01,1.00000e+00,1.000,KIC 10601579,1.00000e+00,,,6.7360000e-06
10602291,K00210.01,1.00000e+00,1.000,KIC 10602291,1.00000e+00,,,7.9010000e-07
10604335,K01298.01,5.90000e-01,1.000,KIC 10604335,5.90000e-01,hiresKIC 22000761,4.10000e-01,9.9510000e-06
10614158,K06227.01,1.00000e+00,1.000,KIC 10614158,1.00000e+00,,,8.2250000e-07
10616415,K01999.01,1.00000e+00,1.000,KIC 10616415,1.00000e+00,KIC 10616410,0.00000e+00,1.5940000e-05
10616571,K00340.01,4.60000e-01,1.000,KIC 10616571,4.60000e-01,,,5.4470000e-01
10616656,K05814.01,1.00000e+00,1.000,KIC 10616656,1.00000e+00,,,4.6790000e-07
10616679,K00429.01,1.00000e+00,1.000,KIC 10616679,1.00000e+00,,,9.3510000e-07
10616829,K08028.01,1.00000e+00,1.000,KIC 10616829,1.00000e+00,,,6.5480000e-06
10617017,K02149.01,1.00000e+00,1.000,KIC 10617017,1.00000e+00,KIC 10617023,1.60000e-16,4.3810000e-05
10619109,K07351.01,1.00000e+00,1.000,KIC 10619109,1.00000e+00,,,4.1090000e-03
10619142,K03082.01,0.00000e+00,1.000,,,,,1.5860000e-04
10619192,K00203.01,1.00000e+00,1.000,KIC 10619192,1.00000e+00,,,6.9640000e-07
10621666,K01636.02,6.80000e-96,1.000,UKIRT 44117906777282,8.60000e-09,hiresKIC 22000763,1.70000e-82,1.0000000e+00
10621666,K01636.01,0.00000e+00,1.000,,,,,3.8560000e-04
10649230,K07353.01,3.10000e-95,1.000,KIC 10649232,2.20000e-06,KIC 10649231,4.30000e-67,1.0000000e+00
10651945,K03441.01,1.00000e+00,1.000,KIC 10651945,1.00000e+00,,,5.6300000e-07
10656508,K00211.01,1.00000e+00,1.000,KIC 10656508,1.00000e+00,,,9.8390000e-07
10656842,K05816.01,1.00000e+00,1.000,KIC 10656842,1.00000e+00,,,8.0940000e-06
10657406,K01837.01,1.00000e+00,1.000,KIC 10657406,1.00000e+00,,,7.4240000e-06
10657406,K01837.02,1.00000e+00,1.000,KIC 10657406,1.00000e+00,,,3.4110000e-06
10657664,K00964.01,1.00000e+00,1.000,KIC 10657664,1.00000e+00,,,2.6390000e-07
10659313,K06079.01,1.00000e+00,1.000,KIC 10659313,1.00000e+00,,,3.0070000e-07
10661679,K05818.01,0.00000e+00,1.000,,,,,1.2200000e-02
10661718,K03931.01,0.00000e+00,1.000,,,,,1.5810000e-02
10661771,K01291.01,0.00000e+00,1.000,,,,,3.7940000e-04
10661778,K04118.01,0.00000e+00,1.000,,,,,2.7140000e-03
10661913,K07355.01,0.00000e+00,1.000,,,,,4.5490000e-03
10661917,K04901.01,0.00000e+00,1.000,,,,,1.0850000e-04
10661976,K07356.01,0.00000e+00,1.000,,,,,1.4280000e-04
10662021,K07357.01,0.00000e+00,1.000,,,,,5.0800000e-04
10662202,K00750.01,1.00000e+00,1.000,KIC 10662202,1.00000e+00,,,1.1260000e-05
10663396,K02046.01,1.00000e+00,1.000,KIC 10663396,1.00000e+00,,,7.3890000e-06
10664416,K02599.01,1.00000e+00,1.000,KIC 10664416,1.00000e+00,,,1.7560000e-05
10666242,K00198.01,1.00000e+00,1.000,KIC 10666242,1.00000e+00,,,5.6590000e-07
10670119,K02179.01,1.00000e+00,1.000,KIC 10670119,1.00000e+00,KIC 10670122,1.10000e-27,2.1920000e-05
10670119,K02179.02,1.00000e+00,1.000,KIC 10670119,1.00000e+00,KIC 10670122,4.40000e-41,2.3380000e-05
10674871,K02068.01,1.00000e+00,1.000,KIC 10674871,1.00000e+00,UKIRT 44117906722875,4.20000e-30,1.0870000e-04
10676014,K01797.01,1.00000e+00,1.000,KIC 10676014,1.00000e+00,,,6.4120000e-06
10676824,K00599.01,1.00000e+00,1.000,KIC 10676824,1.00000e+00,UKIRT 44117906725797,3.70000e-44,5.8010000e-06
10677186,K03595.01,1.00000e+00,1.000,KIC 10677186,1.00000e+00,,,7.9400000e-07
10682541,K00751.01,1.00000e+00,1.000,KIC 10682541,1.00000e+00,KIC 10682548,2.50000e-07,4.1450000e-05
10684670,K02317.01,9.20000e-01,1.000,KIC 10684670,9.20000e-01,hiresKIC 22000766,7.60000e-02,4.6010000e-05
10685175,K07362.01,1.00000e+00,1.000,KIC 10685175,1.00000e+00,,,1.1210000e-06
10686814,K02978.01,0.00000e+00,1.000,,,,,4.2570000e-04
10686876,K07363.01,1.00000e+00,1.000,KIC 10686876,1.00000e+00,,,9.1160000e-06
10686909,K08029.01,0.00000e+00,1.000,,,,,2.5160000e-05
10686930,K07364.01,0.00000e+00,1.000,,,,,2.2320000e-04
10709622,K02108.01,1.00000e+00,1.000,KIC 10709622,1.00000e+00,,,9.4530000e-06
10710755,K06080.01,1.00000e+00,1.000,KIC 10710755,1.00000e+00,,,9.3580000e-07
10711551,K03359.01,1.00000e+00,1.000,KIC 10711551,1.00000e+00,,,4.6120000e-07
10711913,K07365.01,1.00000e+00,1.000,KIC 10711913,1.00000e+00,,,3.7970000e-07
10713616,K01311.01,1.00000e+00,1.000,KIC 10713616,1.00000e+00,,,6.4330000e-06
10717241,K00430.01,1.00000e+00,1.000,KIC 10717241,1.00000e+00,KIC 10717247,1.70000e-101,1.0640000e-06
10718726,K00600.01,1.00000e+00,1.000,KIC 10718726,1.00000e+00,KIC 10718730,3.50000e-36,4.2020000e-06
10718726,K00600.02,1.00000e+00,1.000,KIC 10718726,1.00000e+00,KIC 10718730,4.00000e-26,6.0310000e-06
10723750,K00209.01,1.00000e+00,1.000,KIC 10723750,1.00000e+00,,,4.5770000e-07
10723750,K00209.02,1.00000e+00,1.000,KIC 10723750,1.00000e+00,,,6.9710000e-07
10724369,K01302.01,1.00000e+00,1.000,KIC 10724369,1.00000e+00,,,6.6300000e-06
10724569,K05823.01,0.00000e+00,1.000,,,,,2.2780000e-01
10727668,K06081.01,1.00000e+00,1.000,KIC 10727668,1.00000e+00,,,1.3810000e-06
10728219,K06229.01,1.00000e+00,1.000,,,,,6.4280000e-07
10730034,K01305.01,1.00000e+00,1.000,KIC 10730034,1.00000e+00,KIC 10730037,1.70000e-16,1.1440000e-05
10732401,K07366.01,0.00000e+00,1.000,,,,,1.1540000e-03
10733174,K03889.01,2.90000e-12,1.000,KIC 10733174,2.90000e-12,,,1.0000000e+00
10735331,K03720.01,1.00000e+00,1.000,KIC 10735331,1.00000e+00,,,2.2350000e-07
10735519,K06082.01,1.00000e+00,1.000,KIC 10735519,1.00000e+00,,,1.8490000e-06
10735988,K06230.01,1.00000e+00,1.000,KIC 10735988,1.00000e+00,,,8.7570000e-07
10736179,K04408.01,0.00000e+00,1.000,,,,,1.0190000e-03
10736223,K07367.01,1.00000e+00,1.000,KIC 10736223,1.00000e+00,,,4.9960000e-07
10743600,K07369.01,0.00000e+00,1.000,,,,,
10747439,K01638.01,3.10000e-101,1.000,KIC 10747445,1.00000e+00,KIC 10747439,3.10000e-101,3.8200000e-06
10748393,K01289.01,0.00000e+00,1.000,,,,,
10748621,K03532.01,1.00000e+00,1.000,KIC 10748621,1.00000e+00,KIC 10748624,0.00000e+00,2.3250000e-06
10751515,K03589.01,1.00000e+00,1.000,KIC 10751515,1.00000e+00,KIC 10751513,0.00000e+00,2.6990000e-05
10753734,K07371.01,1.00000e+00,1.000,KIC 10753734,1.00000e+00,,,6.3280000e-07
10779233,K01989.01,6.50000e-01,1.000,KIC 10779233,6.50000e-01,hiresKIC 22000768,3.50000e-01,1.0160000e-05
10785538,K01313.01,1.40000e-101,1.000,UKIRT 44117906393987,1.00000e+00,KIC 10785538,1.40000e-101,6.0390000e-07
10788461,K03925.02,1.00000e+00,1.000,KIC 10788461,1.00000e+00,UKIRT 44117905822369,1.70000e-101,9.6380000e-07
10788461,K03925.03,1.00000e+00,1.000,KIC 10788461,1.00000e+00,,,6.0930000e-06
10788461,K03925.01,1.00000e+00,1.000,KIC 10788461,1.00000e+00,,,5.6040000e-06
10790387,K01288.01,1.00000e+00,1.000,KIC 10790387,1.00000e+00,,,7.5730000e-07
10790401,K08031.01,1.00000e+00,1.000,KIC 10790401,1.00000e+00,KIC 10790404,1.90000e-100,1.0000000e-05
10794087,K01316.01,1.00000e+00,1.000,KIC 10794087,1.00000e+00,hiresKIC 22000769,4.30000e-04,1.4360000e-05
10794242,K07372.01,1.00000e+00,1.000,KIC 10794242,1.00000e+00,,,3.7540000e-07
10794405,K07373.01,0.00000e+00,1.000,,,,,1.0000000e+00
10794974,K04235.01,1.00000e+00,1.000,KIC 10794974,1.00000e+00,,,3.5540000e-05
10795103,K03683.01,1.00000e+00,1.000,KIC 10795103,1.00000e+00,UKIRT 44117905859274,1.10000e-102,4.6540000e-08
10797460,K00752.01,1.00000e+00,1.000,KIC 10797460,1.00000e+00,,,1.1040000e-05
10798331,K02373.01,9.70000e-01,1.000,KIC 10798331,9.70000e-01,UKIRT 44117906174992,1.70000e-02,6.8790000e-05
10798605,K03390.01,1.00000e+00,1.000,KIC 10798605,1.00000e+00,,,4.8880000e-06
10798838,K03449.01,1.00000e+00,1.000,KIC 10798838,1.00000e+00,,,7.8380000e-07
10799291,K05828.01,1.00000e+00,1.000,KIC 10799291,1.00000e+00,,,9.4190000e-09
10799735,K00193.01,1.00000e+00,1.000,KIC 10799735,1.00000e+00,,,6.7370000e-07
10801100,K02228.01,1.00000e+00,1.000,KIC 10801100,1.00000e+00,UKIRT 44117905993954,2.00000e-09,6.5700000e-05
10801249,K04611.01,0.00000e+00,1.000,,,,,8.0300000e-05
10801951,K08032.01,0.00000e+00,1.000,,,,,2.3240000e-04
10809677,K07374.01,1.00000e+00,1.000,KIC 10809677,1.00000e+00,,,5.8050000e-07
10810838,K00174.01,5.80000e-01,1.000,KIC 10810838,5.80000e-01,hiresKIC 22000770,4.20000e-01,8.2010000e-06
10811496,K00753.01,1.00000e+00,1.000,KIC 10811496,1.00000e+00,,,1.3370000e-06
10812504,K02570.01,1.70000e-04,1.000,KIC 10812504,1.70000e-04,,,9.9980000e-01
10812541,K07375.01,1.00000e+00,1.000,KIC 10812541,1.00000e+00,,,4.0420000e-05
10816107,K07377.01,1.00000e+00,1.000,KIC 10816107,1.00000e+00,,,1.2920000e-06
10817600,K05832.01,2.70000e-101,1.000,KIC 10817594,1.00000e+00,KIC 10817596,4.50000e-83,2.5450000e-06
10842192,K02736.01,1.90000e-01,1.000,KIC 10842186,8.10000e-01,KIC 10842192,1.90000e-01,8.3710000e-06
10843431,K07378.01,1.00000e+00,1.000,KIC 10843431,1.00000e+00,,,6.5060000e-05
10843590,K00431.01,1.00000e+00,1.000,KIC 10843590,1.00000e+00,,,1.5640000e-06
10843590,K00431.02,1.00000e+00,1.000,KIC 10843590,1.00000e+00,UKIRT 44117905802776,4.50000e-85,4.2380000e-06
10845188,K03602.01,1.00000e+00,1.000,KIC 10845188,1.00000e+00,,,2.9500000e-08
10848459,K00754.01,1.00000e+00,1.000,KIC 10848459,1.00000e+00,,,4.2450000e-06
10849244,K07381.01,1.00000e+00,1.000,KIC 10849244,1.00000e+00,,,1.8360000e-07
10850327,K05833.01,9.60000e-01,1.000,KIC 10850327,9.60000e-01,KIC 10850328,1.10000e-96,4.3340000e-02
10854546,K02104.01,1.00000e+00,1.000,KIC 10854546,1.00000e+00,,,2.4200000e-06
10854555,K00755.01,1.00000e+00,1.000,KIC 10854555,1.00000e+00,,,1.1530000e-05
10854768,K01309.01,1.00000e+00,1.000,KIC 10854768,1.00000e+00,,,5.9170000e-06
10857342,K03739.01,1.00000e+00,1.000,KIC 10857342,1.00000e+00,,,3.9870000e-07
10857519,K02075.01,1.00000e+00,1.000,KIC 10857519,1.00000e+00,,,8.1690000e-06
10857589,K07382.01,1.00000e+00,1.000,KIC 10857589,1.00000e+00,,,7.4180000e-07
10858737,K04183.01,0.00000e+00,1.000,,,,,1.0000000e+00
10858785,K04171.01,0.00000e+00,1.000,,,,,1.5460000e-01
10858803,K04130.01,0.00000e+00,1.000,,,,,4.0900000e-04
10858832,K00432.01,1.00000e+00,1.000,KIC 10858832,1.00000e+00,,,1.2110000e-06
10864531,K02080.01,1.00000e+00,1.000,KIC 10864531,1.00000e+00,KIC 10864535,2.20000e-33,2.0920000e-05
10864531,K02080.02,1.00000e+00,1.000,KIC 10864531,1.00000e+00,KIC 10864535,2.10000e-35,4.1570000e-05
10864656,K01299.01,7.90000e-01,1.000,KIC 10864656,7.90000e-01,hiresKIC 22000771,2.10000e-01,4.1480000e-06
10867062,K01303.01,1.00000e+00,1.000,KIC 10867062,1.00000e+00,,,3.2030000e-05
10872983,K00756.01,1.00000e+00,1.000,KIC 10872983,1.00000e+00,UKIRT 44117906064681,9.00000e-29,7.3760000e-06
10872983,K00756.02,1.00000e+00,1.000,KIC 10872983,1.00000e+00,UKIRT 44117906064681,4.60000e-20,2.2890000e-05
10873260,K00535.01,1.00000e+00,1.000,KIC 10873260,1.00000e+00,hiresKIC 22000772,3.30000e-72,3.7560000e-06
10874226,K01290.01,1.00000e+00,1.000,KIC 10874226,1.00000e+00,,,2.5080000e-06
10874614,K00017.01,1.00000e+00,1.000,KIC 10874614,1.00000e+00,UKIRT 44117906048413,6.10000e-102,5.3340000e-07
10874926,K01293.01,1.00000e+00,1.000,KIC 10874926,1.00000e+00,KIC 10874913,2.60000e-101,3.5440000e-06
10875245,K00117.03,1.00000e+00,1.000,KIC 10875245,1.00000e+00,KIC 10875250,6.50000e-19,2.3140000e-05
10875245,K00117.01,1.00000e+00,1.000,KIC 10875245,1.00000e+00,KIC 10875250,4.10000e-51,1.2400000e-05
10877024,K08036.01,0.00000e+00,1.000,,,,,1.0730000e-03
10878263,K00341.01,1.00000e+00,1.000,KIC 10878263,1.00000e+00,UKIRT 44117905893881,2.30000e-101,2.1750000e-06
10879208,K01286.01,0.00000e+00,1.000,,,,,1.0000000e+00
10879899,K05839.01,1.00000e+00,1.000,KIC 10879899,1.00000e+00,KIC 10879916,1.40000e-04,8.3860000e-04
10904857,K00194.01,1.00000e+00,1.000,KIC 10904857,1.00000e+00,,,3.2410000e-07
10905239,K00046.01,1.00000e+00,1.000,KIC 10905239,1.00000e+00,KIC 10905236,8.20000e-102,3.3850000e-07
10905746,K01725.01,1.00000e+00,1.000,KIC 10905746,1.00000e+00,KIC 10905748,1.10000e-59,1.4110000e-06
10905911,K02754.01,8.20000e-01,1.000,KIC 10905911,8.20000e-01,hiresKIC 22000774,1.80000e-01,1.2550000e-05
10909127,K02200.01,1.00000e+00,1.000,KIC 10909127,1.00000e+00,,,4.6340000e-05
10909274,K07385.01,1.00000e+00,1.000,KIC 10909274,1.00000e+00,,,1.7640000e-07
10910878,K00757.02,1.00000e+00,1.000,KIC 10910878,1.00000e+00,UKIRT 44117905772628,1.70000e-17,7.6950000e-06
10910878,K00757.03,1.00000e+00,1.000,KIC 10910878,1.00000e+00,UKIRT 44117905772624,8.20000e-09,9.5750000e-06
10910878,K00757.01,1.00000e+00,1.000,KIC 10910878,1.00000e+00,UKIRT 44117905772628,1.30000e-75,1.0440000e-06
10917681,K01963.01,1.00000e+00,1.000,KIC 10917681,1.00000e+00,KIC 10917682,9.80000e-68,7.1540000e-06
10920086,K05841.01,1.00000e+00,1.000,KIC 10920086,1.00000e+00,,,3.5720000e-06
10920420,K08038.01,0.00000e+00,1.000,,,,,3.0710000e-03
10920813,K07386.01,1.00000e+00,1.000,KIC 10920813,1.00000e+00,,,3.8860000e-07
10923260,K07387.01,1.00000e+00,1.000,KIC 10923260,1.00000e+00,,,7.3880000e-07
10924340,K04326.01,0.00000e+00,1.000,,,,,1.9980000e-04
10924400,K07388.01,0.00000e+00,1.000,,,,,8.6180000e-05
10924853,K01292.01,3.30000e-100,1.000,UKIRT 44117906136263,1.00000e+00,KIC 10924853,3.30000e-100,4.3360000e-05
10925104,K00156.03,1.00000e+00,1.000,KIC 10925104,1.00000e+00,KIC 10925092,1.40000e-66,2.2820000e-06
10925104,K00156.02,1.00000e+00,1.000,KIC 10925104,1.00000e+00,KIC 10925092,2.70000e-55,3.9220000e-06
10925104,K00156.01,1.00000e+00,1.000,KIC 10925104,1.00000e+00,KIC 10925092,2.30000e-62,5.0290000e-06
10925113,K02557.01,0.00000e+00,1.000,,,,,
10932270,K07389.01,1.00000e+00,1.000,KIC 10932270,1.00000e+00,KIC 10932278,1.60000e-14,4.7080000e-05
10933561,K00291.02,1.00000e+00,1.000,KIC 10933561,1.00000e+00,,,8.6460000e-05
10933561,K00291.01,1.00000e+00,1.000,KIC 10933561,1.00000e+00,,,2.9810000e-05
10934674,K00477.01,1.00000e+00,1.000,KIC 10934674,1.00000e+00,KIC 10934679,1.50000e-33,2.2170000e-05
10935310,K06083.01,1.00000e+00,1.000,KIC 10935310,1.00000e+00,,,8.9290000e-07
10936427,K07390.01,1.00000e+00,1.000,,,,,7.5440000e-07
10937029,K00433.02,1.00000e+00,1.000,KIC 10937029,1.00000e+00,UKIRT 44117905939425,1.60000e-39,5.8110000e-06
10937029,K00433.01,1.00000e+00,1.000,KIC 10937029,1.00000e+00,KIC 10937018,5.60000e-31,3.0710000e-06
10937609,K07391.01,1.00000e+00,1.000,KIC 10937609,1.00000e+00,,,1.3170000e-06
10960993,K01284.01,0.00000e+00,1.000,KIC 10960995,1.00000e+00,KIC 10960993,0.00000e+00,3.6320000e-07
10963242,K01312.01,1.00000e+00,1.000,KIC 10963242,1.00000e+00,,,1.0600000e-05
10964440,K01310.01,1.00000e+00,1.000,KIC 10964440,1.00000e+00,KIC 10964441,8.20000e-10,7.3170000e-05
10964440,K01310.02,1.00000e+00,1.000,KIC 10964440,1.00000e+00,KIC 10964441,9.00000e-07,3.2780000e-06
10965008,K00536.01,1.00000e+00,1.000,KIC 10965008,1.00000e+00,,,1.5550000e-06
10965588,K02177.01,1.00000e+00,1.000,KIC 10965588,1.00000e+00,,,2.6550000e-05
10965740,K01887.01,6.00000e-99,1.000,KIC 10965736,1.00000e+00,KIC 10965740,6.00000e-99,2.2970000e-04
10965963,K07392.01,1.00000e+00,1.000,KIC 10965963,1.00000e+00,,,2.7330000e-07
10971674,K01296.01,6.00000e-11,1.000,UKIRT 44117906312845,1.00000e+00,KIC 10971674,6.00000e-11,9.0930000e-07
10971944,K06231.01,1.00000e+00,1.000,KIC 10971944,1.00000e+00,UKIRT 44117906321434,2.40000e-04,1.7820000e-05
10973583,K06232.01,1.00000e+00,1.000,KIC 10973583,1.00000e+00,,,3.2330000e-06
10973664,K00601.02,1.00000e+00,1.000,KIC 10973664,1.00000e+00,,,5.3810000e-06
10973664,K00601.03,1.00000e+00,1.000,KIC 10973664,1.00000e+00,,,2.7530000e-06
10973664,K00601.01,1.00000e+00,1.000,KIC 10973664,1.00000e+00,,,3.2210000e-06
10973814,K01307.02,1.00000e+00,1.000,KIC 10973814,1.00000e+00,,,1.2280000e-05
10973814,K01307.01,1.00000e+00,1.000,KIC 10973814,1.00000e+00,,,9.5880000e-06
10975146,K01300.01,1.00000e+00,1.000,KIC 10975146,1.00000e+00,hiresKIC 22000777,9.60000e-04,1.5340000e-06
10978581,K05847.01,1.00000e+00,1.000,KIC 10978581,1.00000e+00,KIC 10978580,1.30000e-33,1.6770000e-06
10978763,K01931.01,1.00000e+00,1.000,KIC 10978763,1.00000e+00,,,6.2780000e-06
10979716,K07394.01,1.00000e+00,1.000,KIC 10979716,1.00000e+00,,,1.4120000e-06
10979952,K05848.01,1.00000e+00,1.000,KIC 10979952,1.00000e+00,KIC 10979949,4.60000e-03,1.0620000e-05
10982872,K00343.01,1.00000e+00,1.000,KIC 10982872,1.00000e+00,UKIRT 44117906123568,3.00000e-101,2.2180000e-06
10982872,K00343.02,1.00000e+00,1.000,KIC 10982872,1.00000e+00,UKIRT 44117906123568,3.70000e-89,2.9910000e-06
10984090,K00112.01,4.70000e-01,1.000,hiresKIC 22000778,5.30000e-01,KIC 10984090,4.70000e-01,3.0630000e-06
10984090,K00112.02,4.70000e-01,1.000,hiresKIC 22000778,5.30000e-01,KIC 10984090,4.70000e-01,8.3860000e-06
10987985,K00758.01,1.00000e+00,1.000,KIC 10987985,1.00000e+00,UKIRT 44117906243076,5.80000e-101,8.9290000e-06
10989032,K07397.01,1.00000e+00,1.000,KIC 10989032,1.00000e+00,KIC 10989041,1.10000e-101,1.1490000e-06
10989274,K06233.01,1.00000e+00,1.000,KIC 10989274,1.00000e+00,KIC 10989271,2.70000e-05,1.3020000e-04
10990886,K00478.01,1.00000e+00,1.000,KIC 10990886,1.00000e+00,,,3.6560000e-06
10990917,K01643.01,1.00000e+00,1.000,KIC 10990917,1.00000e+00,,,2.4370000e-05
10992011,K04025.01,0.00000e+00,1.000,,,,,9.5960000e-01
10992733,K07399.01,1.00000e+00,1.000,,,,,9.2590000e-07
11014932,K01432.01,1.00000e+00,1.000,KIC 11014932,1.00000e+00,,,1.0200000e-05
11015108,K00344.01,1.00000e+00,1.000,KIC 11015108,1.00000e+00,UKIRT 44117906297105,2.90000e-59,9.6140000e-07
11015323,K00479.01,1.00000e+00,1.000,KIC 11015323,1.00000e+00,KIC 11015315,1.30000e-74,2.8580000e-06
11017901,K01800.01,1.00000e+00,1.000,KIC 11017901,1.00000e+00,,,2.4080000e-07
11018648,K00759.01,1.00000e+00,1.000,KIC 11018648,1.00000e+00,,,2.4490000e-06
11021252,K06084.01,1.00000e+00,1.000,KIC 11021252,1.00000e+00,,,4.1290000e-07
11021266,K05852.01,1.00000e+00,1.000,KIC 11021266,1.00000e+00,KIC 11021261,1.50000e-101,1.2080000e-06
11026582,K05854.01,1.00000e+00,1.000,KIC 11026582,1.00000e+00,UKIRT 44117906266362,4.60000e-19,8.2920000e-06
11027624,K01439.01,1.00000e+00,1.000,KIC 11027624,1.00000e+00,,,1.4450000e-07
11027722,K07402.01,7.90000e-12,1.000,KIC 11027722,7.90000e-12,,,1.0000000e+00
11029877,K07403.01,8.60000e-102,1.000,UKIRT 44117906159587,1.00000e+00,KIC 11029877,8.60000e-102,5.4370000e-07
11030711,K01429.01,1.00000e+00,1.000,KIC 11030711,1.00000e+00,UKIRT 44117906172883,6.00000e-25,3.9990000e-06
11036168,K05855.01,1.00000e+00,1.000,KIC 11036168,1.00000e+00,,,1.4480000e-06
11037335,K01435.01,1.00000e+00,1.000,KIC 11037335,1.00000e+00,UKIRT 44117906012648,1.10000e-22,1.7710000e-05
11037335,K01435.02,1.00000e+00,1.000,KIC 11037335,1.00000e+00,UKIRT 44117906012648,2.40000e-12,2.5910000e-05
11043167,K01444.01,1.00000e+00,1.000,KIC 11043167,1.00000e+00,,,2.7620000e-05
11044770,K00170.01,0.00000e+00,1.000,,,,,1.0000000e+00
11045383,K01645.01,1.00000e+00,1.000,KIC 11045383,1.00000e+00,KIC 11045380,8.30000e-102,8.0850000e-07
11046458,K00214.01,1.00000e+00,1.000,KIC 11046458,1.00000e+00,,,1.1760000e-06
11069176,K02007.01,1.00000e+00,1.000,KIC 11069176,1.00000e+00,KIC 11069162,2.30000e-12,1.6510000e-05
11069681,K05859.01,1.00000e+00,1.000,KIC 11069681,1.00000e+00,,,6.4630000e-05
11071200,K02696.01,1.00000e+00,1.000,KIC 11071200,1.00000e+00,,,8.4290000e-06
11071200,K02696.02,1.00000e+00,1.000,KIC 11071200,1.00000e+00,,,1.6400000e-05
11071207,K07405.01,1.00000e+00,1.000,KIC 11071207,1.00000e+00,,,2.4370000e-07
